,Unnamed: 0,name,coordinates,category,location,rating,review_count,state
106653,106653,Domino's Pizza,"{'latitude': 35.2287014915708, 'longitude': -92.3873838423535}","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'address1': '52 S Broadview St', 'address2': 'Ste 101', 'address3': None, 'city': 'Greenbrier', 'zip_code': '72058', 'country': 'US', 'state': 'AR', 'display_address': ['52 S Broadview St', 'Ste 101', 'Greenbrier, AR 72058']}",2.5,2,AR
106654,106654,Subway,"{'latitude': 35.22343, 'longitude': -92.38771}","[{'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'address1': '94 S Broadview', 'address2': '', 'address3': '', 'city': 'Greenbrier', 'zip_code': '72058', 'country': 'US', 'state': 'AR', 'display_address': ['94 S Broadview', 'Greenbrier, AR 72058']}",2.5,3,AR
106656,106656,Pizza Hut,"{'latitude': 35.2332651604425, 'longitude': -92.3875140436804}","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'address1': '8 S Broadview', 'address2': 'Ste C', 'address3': None, 'city': 'Greenbrier', 'zip_code': '72058', 'country': 'US', 'state': 'AR', 'display_address': ['8 S Broadview', 'Ste C', 'Greenbrier, AR 72058']}",5.0,1,AR
106658,106658,Burger King,"{'latitude': 35.234191, 'longitude': -92.3880646}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '#1 North Broadview St', 'address2': None, 'address3': None, 'city': 'Greenbrier', 'zip_code': '72058', 'country': 'US', 'state': 'AR', 'display_address': ['#1 North Broadview St', 'Greenbrier, AR 72058']}",1.0,2,AR
106878,106878,McDonald's,"{'latitude': 33.9721533, 'longitude': -112.725091}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'address1': '370 E Wickenburg Way', 'address2': '', 'address3': '', 'city': 'Wickenburg', 'zip_code': '85358', 'country': 'US', 'state': 'AZ', 'display_address': ['370 E Wickenburg Way', 'Wickenburg, AZ 85358']}",3.0,53,AZ
106969,106969,McDonald's,"{'latitude': 33.6355767975062, 'longitude': -91.8021554499865}","[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '369 Hwy 425 N', 'address2': None, 'address3': None, 'city': 'Monticello', 'zip_code': '71655', 'country': 'US', 'state': 'AR', 'display_address': ['369 Hwy 425 N', 'Monticello, AR 71655']}",2.5,9,AR
106970,106970,Popeyes Louisiana Kitchen,"{'latitude': 33.6374253683095, 'longitude': -91.801864}","[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '431 Hwy 425 N', 'address2': '', 'address3': '', 'city': 'Monticello', 'zip_code': '71655', 'country': 'US', 'state': 'AR', 'display_address': ['431 Hwy 425 N', 'Monticello, AR 71655']}",2.5,5,AR
106972,106972,Taco Bell,"{'latitude': 33.64078, 'longitude': -91.80138}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'tacos', 'title': 'Tacos'}]","{'address1': '435 Highway 425 North', 'address2': '', 'address3': '', 'city': 'Monticello', 'zip_code': '71655', 'country': 'US', 'state': 'AR', 'display_address': ['435 Highway 425 North', 'Monticello, AR 71655']}",3.0,4,AR
106974,106974,Burger King,"{'latitude': 33.62831, 'longitude': -91.80192}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '119 U S 425 South', 'address2': '', 'address3': '', 'city': 'Monticello', 'zip_code': '71655', 'country': 'US', 'state': 'AR', 'display_address': ['119 U S 425 South', 'Monticello, AR 71655']}",2.0,4,AR
106978,106978,Wendy's,"{'latitude': 33.634631, 'longitude': -91.802292}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '335 Highway 425 North', 'address2': None, 'address3': None, 'city': 'Monticello', 'zip_code': '71655', 'country': 'US', 'state': 'AR', 'display_address': ['335 Highway 425 North', 'Monticello, AR 71655']}",1.0,2,AR
107003,107003,McDonald's,"{'latitude': 34.3925485223264, 'longitude': -92.8297914471887}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'address1': '1920 Martin Luther King Blvd', 'address2': None, 'address3': None, 'city': 'Malvern', 'zip_code': '72104', 'country': 'US', 'state': 'AR', 'display_address': ['1920 Martin Luther King Blvd', 'Malvern, AR 72104']}",3.5,7,AR
107004,107004,Waffle House,"{'latitude': 34.39317, 'longitude': -92.828326}","[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'address1': '1921 Mlk Blvd', 'address2': '', 'address3': '', 'city': 'Malvern', 'zip_code': '72104', 'country': 'US', 'state': 'AR', 'display_address': ['1921 Mlk Blvd', 'Malvern, AR 72104']}",3.5,10,AR
107006,107006,Popeyes Louisiana Kitchen,"{'latitude': 34.388405, 'longitude': -92.829524}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'address1': '2034 Oliver Lancaster Blvd', 'address2': None, 'address3': None, 'city': 'Rockport', 'zip_code': '72104', 'country': 'US', 'state': 'AR', 'display_address': ['2034 Oliver Lancaster Blvd', 'Rockport, AR 72104']}",4.5,4,AR
107008,107008,Subway,"{'latitude': 34.3850668719976, 'longitude': -92.8287108761352}","[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '1601 Hwy 270 W', 'address2': '', 'address3': '', 'city': 'Malvern', 'zip_code': '72104', 'country': 'US', 'state': 'AR', 'display_address': ['1601 Hwy 270 W', 'Malvern, AR 72104']}",4.5,2,AR
107017,107017,Wendy's,"{'latitude': 34.391955, 'longitude': -92.829549}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'address1': '1902 Martin Luther King Blvd', 'address2': None, 'address3': None, 'city': 'Malvern', 'zip_code': '72104', 'country': 'US', 'state': 'AR', 'display_address': ['1902 Martin Luther King Blvd', 'Malvern, AR 72104']}",2.5,2,AR
107031,107031,Waffle House,"{'latitude': 35.453995, 'longitude': -93.466466}","[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'diners', 'title': 'Diners'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'address1': '1238 D Rogers St', 'address2': '', 'address3': '', 'city': 'Clarksville', 'zip_code': '72830', 'country': 'US', 'state': 'AR', 'display_address': ['1238 D Rogers St', 'Clarksville, AR 72830']}",3.5,7,AR
107036,107036,Sonic Drive-In,"{'latitude': 35.4642134513986, 'longitude': -93.4805577993392}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'address1': '674 S Crawford', 'address2': '', 'address3': '', 'city': 'Clarksville', 'zip_code': '72830', 'country': 'US', 'state': 'AR', 'display_address': ['674 S Crawford', 'Clarksville, AR 72830']}",1.5,15,AR
107037,107037,McDonald's,"{'latitude': 35.4547797937242, 'longitude': -93.4654515981674}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'address1': '1232 S Rogers Ave', 'address2': '', 'address3': '', 'city': 'Clarksville', 'zip_code': '72830', 'country': 'US', 'state': 'AR', 'display_address': ['1232 S Rogers Ave', 'Clarksville, AR 72830']}",2.5,8,AR
107038,107038,Dairy Freeze,"{'latitude': 35.4712039282415, 'longitude': -93.4757483073725}","[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'address1': '1201 W Main St', 'address2': '', 'address3': None, 'city': 'Clarksville', 'zip_code': '72830', 'country': 'US', 'state': 'AR', 'display_address': ['1201 W Main St', 'Clarksville, AR 72830']}",4.0,1,AR
107130,107130,Wendy's,"{'latitude': 34.58612, 'longitude': -94.22202}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '901 Highway 71 North', 'address2': '', 'address3': '', 'city': 'Mena', 'zip_code': '71953', 'country': 'US', 'state': 'AR', 'display_address': ['901 Highway 71 North', 'Mena, AR 71953']}",2.5,7,AR
107131,107131,Pizza Hut,"{'latitude': 34.5861801341079, 'longitude': -94.2244014143944}","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'address1': '703 Hwy 71 N', 'address2': '', 'address3': '', 'city': 'Mena', 'zip_code': '71953', 'country': 'US', 'state': 'AR', 'display_address': ['703 Hwy 71 N', 'Mena, AR 71953']}",2.0,5,AR
107133,107133,McDonald's,"{'latitude': 34.5861492194269, 'longitude': -94.2238649725913}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'address1': '709 Hwy 71', 'address2': None, 'address3': None, 'city': 'Mena', 'zip_code': '71953', 'country': 'US', 'state': 'AR', 'display_address': ['709 Hwy 71', 'Mena, AR 71953']}",2.5,4,AR
107136,107136,Baskin-Robbins,"{'latitude': 34.58601, 'longitude': -94.222023}","[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'address1': '901 Highway 71 N', 'address2': '', 'address3': '', 'city': 'Mena', 'zip_code': '71953', 'country': 'US', 'state': 'AR', 'display_address': ['901 Highway 71 N', 'Mena, AR 71953']}",3.0,1,AR
107137,107137,KFC,"{'latitude': 34.5857689602408, 'longitude': -94.2278796205377}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]","{'address1': '403 Highway 71 N', 'address2': '', 'address3': '', 'city': 'Mena', 'zip_code': '71953', 'country': 'US', 'state': 'AR', 'display_address': ['403 Highway 71 N', 'Mena, AR 71953']}",1.5,3,AR
107138,107138,Sonic Drive-In,"{'latitude': 34.5860045827305, 'longitude': -94.2210365831851}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'address1': '1001 Highway 71 N', 'address2': '', 'address3': '', 'city': 'Mena', 'zip_code': '71953', 'country': 'US', 'state': 'AR', 'display_address': ['1001 Highway 71 N', 'Mena, AR 71953']}",2.0,4,AR
107148,107148,McDonald's,"{'latitude': 34.363035394752, 'longitude': -92.8095777332783}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'address1': '307 E Page St', 'address2': '', 'address3': '', 'city': 'Malvern', 'zip_code': '72104', 'country': 'US', 'state': 'AR', 'display_address': ['307 E Page St', 'Malvern, AR 72104']}",3.0,5,AR
107149,107149,Popeyes Louisiana Kitchen,"{'latitude': 34.388405, 'longitude': -92.829524}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'address1': '2034 Oliver Lancaster Blvd', 'address2': None, 'address3': None, 'city': 'Rockport', 'zip_code': '72104', 'country': 'US', 'state': 'AR', 'display_address': ['2034 Oliver Lancaster Blvd', 'Rockport, AR 72104']}",4.5,4,AR
107150,107150,Waffle House,"{'latitude': 34.39317, 'longitude': -92.828326}","[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'address1': '1921 Mlk Blvd', 'address2': '', 'address3': '', 'city': 'Malvern', 'zip_code': '72104', 'country': 'US', 'state': 'AR', 'display_address': ['1921 Mlk Blvd', 'Malvern, AR 72104']}",3.5,10,AR
107151,107151,McDonald's,"{'latitude': 34.3925485223264, 'longitude': -92.8297914471887}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'address1': '1920 Martin Luther King Blvd', 'address2': None, 'address3': None, 'city': 'Malvern', 'zip_code': '72104', 'country': 'US', 'state': 'AR', 'display_address': ['1920 Martin Luther King Blvd', 'Malvern, AR 72104']}",3.5,7,AR
107154,107154,Subway,"{'latitude': 34.3850668719976, 'longitude': -92.8287108761352}","[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '1601 Hwy 270 W', 'address2': '', 'address3': '', 'city': 'Malvern', 'zip_code': '72104', 'country': 'US', 'state': 'AR', 'display_address': ['1601 Hwy 270 W', 'Malvern, AR 72104']}",4.5,2,AR
107204,107204,Sonic Drive-In,"{'latitude': 33.876155, 'longitude': -91.4826916233505}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'address1': '714 Hwy 65 S', 'address2': '', 'address3': '', 'city': 'Dumas', 'zip_code': '71639', 'country': 'US', 'state': 'AR', 'display_address': ['714 Hwy 65 S', 'Dumas, AR 71639']}",4.5,3,AR
107208,107208,McDonald's,"{'latitude': 33.8797614124384, 'longitude': -91.4823291312828}","[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '601 Hwy 65 S', 'address2': '', 'address3': '', 'city': 'Dumas', 'zip_code': '71639', 'country': 'US', 'state': 'AR', 'display_address': ['601 Hwy 65 S', 'Dumas, AR 71639']}",2.0,9,AR
107210,107210,Subway,"{'latitude': 33.8842289430355, 'longitude': -91.4832663439107}","[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '397 Highway 65 N', 'address2': '', 'address3': '', 'city': 'Dumas', 'zip_code': '71639', 'country': 'US', 'state': 'AR', 'display_address': ['397 Highway 65 N', 'Dumas, AR 71639']}",3.0,2,AR
107211,107211,Pizza Hut,"{'latitude': 33.876912093355, 'longitude': -91.4817892}","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'address1': '705 Hwy 65 S', 'address2': '', 'address3': '', 'city': 'Dumas', 'zip_code': '71639', 'country': 'US', 'state': 'AR', 'display_address': ['705 Hwy 65 S', 'Dumas, AR 71639']}",2.0,3,AR
107301,107301,Starbucks,"{'latitude': 39.992993, 'longitude': -82.031008}","[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'address1': '3934 Taryn Trace', 'address2': '', 'address3': '', 'city': 'Zanesville', 'zip_code': '43701', 'country': 'US', 'state': 'OH', 'display_address': ['3934 Taryn Trace', 'Zanesville, OH 43701']}",4.0,13,OH
107496,107496,Chicken Express,"{'latitude': 33.1156405547672, 'longitude': -94.1812360340609}","[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '124 Hwy 59 Lp', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '75551', 'country': 'US', 'state': 'TX', 'display_address': ['124 Hwy 59 Lp', 'Atlanta, TX 75551']}",4.0,10,TX
107503,107503,Burger King,"{'latitude': 33.1181175, 'longitude': -94.1811977}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '299 US 59', 'address2': '', 'address3': None, 'city': 'Atlanta', 'zip_code': '75551', 'country': 'US', 'state': 'TX', 'display_address': ['299 US 59', 'Atlanta, TX 75551']}",5.0,2,TX
107506,107506,Dairy Queen,"{'latitude': 33.128541, 'longitude': -94.1773703}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'address1': '701 Hwy 59', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '75551', 'country': 'US', 'state': 'TX', 'display_address': ['701 Hwy 59', 'Atlanta, TX 75551']}",2.5,8,TX
107508,107508,Grandy's,"{'latitude': 33.106193, 'longitude': -94.196541}","[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '2005 W. Main Street', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '75551', 'country': 'US', 'state': 'TX', 'display_address': ['2005 W. Main Street', 'Atlanta, TX 75551']}",4.0,4,TX
107522,107522,Skyline Chili,"{'latitude': 26.160871, 'longitude': -80.256843}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]","{'address1': '2834 North University Dr', 'address2': '', 'address3': '', 'city': 'Sunrise', 'zip_code': '33322', 'country': 'US', 'state': 'FL', 'display_address': ['2834 North University Dr', 'Sunrise, FL 33322']}",4.5,187,FL
107569,107569,Dairy Queen Grill & Chill,"{'latitude': 37.3667592820407, 'longitude': -89.6374350786209}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'address1': '2806 E Jackson Blvd', 'address2': None, 'address3': None, 'city': 'Jackson', 'zip_code': '63755', 'country': 'US', 'state': 'MO', 'display_address': ['2806 E Jackson Blvd', 'Jackson, MO 63755']}",4.0,4,MO
107581,107581,Checkers,"{'latitude': 44.37801, 'longitude': -89.81781}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'address1': '1840 8th Street South', 'address2': None, 'address3': None, 'city': 'Wisconsin Rapids', 'zip_code': '54494', 'country': 'US', 'state': 'WI', 'display_address': ['1840 8th Street South', 'Wisconsin Rapids, WI 54494']}",4.0,6,WI
107584,107584,Taco John's,"{'latitude': 44.3879048245541, 'longitude': -89.81908634305}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'address1': '610 E Grand Ave', 'address2': '', 'address3': '', 'city': 'Wisconsin Rapids', 'zip_code': '54494', 'country': 'US', 'state': 'WI', 'display_address': ['610 E Grand Ave', 'Wisconsin Rapids, WI 54494']}",3.5,12,WI
107588,107588,Culver's,"{'latitude': 44.370034, 'longitude': -89.8162933}","[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '2711 8th St S', 'address2': '', 'address3': '', 'city': 'Wisconsin Rapids', 'zip_code': '54494', 'country': 'US', 'state': 'WI', 'display_address': ['2711 8th St S', 'Wisconsin Rapids, WI 54494']}",3.0,12,WI
107603,107603,Bush's Chicken,"{'latitude': 31.0538158416748, 'longitude': -98.1773300170898}","[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'address1': '1621 South Key', 'address2': '', 'address3': '', 'city': 'Lampasas', 'zip_code': '76550', 'country': 'US', 'state': 'TX', 'display_address': ['1621 South Key', 'Lampasas, TX 76550']}",3.5,11,TX
107604,107604,Schlotzsky's,"{'latitude': 31.057391, 'longitude': -98.1791481}","[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'catering', 'title': 'Caterers'}]","{'address1': '102 Riverview Dr', 'address2': None, 'address3': None, 'city': 'Lampasas', 'zip_code': '76550', 'country': 'US', 'state': 'TX', 'display_address': ['102 Riverview Dr', 'Lampasas, TX 76550']}",3.0,12,TX
107605,107605,McDonald's,"{'latitude': 31.0603660091271, 'longitude': -98.1810553371906}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'address1': '804 S Key Ave', 'address2': '', 'address3': '', 'city': 'Lampasas', 'zip_code': '76550', 'country': 'US', 'state': 'TX', 'display_address': ['804 S Key Ave', 'Lampasas, TX 76550']}",2.5,18,TX
107606,107606,Sonic Drive-In,"{'latitude': 31.0616619570084, 'longitude': -98.1816501208049}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'address1': '702 S Key Ave', 'address2': '', 'address3': '', 'city': 'Lampasas', 'zip_code': '76550', 'country': 'US', 'state': 'TX', 'display_address': ['702 S Key Ave', 'Lampasas, TX 76550']}",3.5,6,TX
107610,107610,Taco Bell,"{'latitude': 31.05942, 'longitude': -98.18089}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'tacos', 'title': 'Tacos'}]","{'address1': '908 South Key Ave', 'address2': '', 'address3': '', 'city': 'Lampasas', 'zip_code': '76550', 'country': 'US', 'state': 'TX', 'display_address': ['908 South Key Ave', 'Lampasas, TX 76550']}",2.5,9,TX
107611,107611,Pizza Hut,"{'latitude': 31.054143, 'longitude': -98.1783248484134}","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'address1': '1602 S Key Ave', 'address2': '', 'address3': '', 'city': 'Lampasas', 'zip_code': '76550', 'country': 'US', 'state': 'TX', 'display_address': ['1602 S Key Ave', 'Lampasas, TX 76550']}",3.0,11,TX
107644,107644,Taco Bell,"{'latitude': 35.50766, 'longitude': -108.81816}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'tacos', 'title': 'Tacos'}]","{'address1': '3095 West Historical Hwy 66', 'address2': '', 'address3': '', 'city': 'Gallup', 'zip_code': '87301', 'country': 'US', 'state': 'NM', 'display_address': ['3095 West Historical Hwy 66', 'Gallup, NM 87301']}",4.0,10,NM
107736,107736,China King,"{'latitude': 39.3833365, 'longitude': -94.5848744}","[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '205 S US Hwy 169', 'address2': None, 'address3': None, 'city': 'Smithville', 'zip_code': '64089', 'country': 'US', 'state': 'MO', 'display_address': ['205 S US Hwy 169', 'Smithville, MO 64089']}",4.0,19,MO
107743,107743,McDonald's,"{'latitude': 39.361943, 'longitude': -94.58327}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'address1': '1515 S 169 Hwy', 'address2': '', 'address3': '', 'city': 'Smithville', 'zip_code': '64089', 'country': 'US', 'state': 'MO', 'display_address': ['1515 S 169 Hwy', 'Smithville, MO 64089']}",2.0,14,MO
107745,107745,Subway,"{'latitude': 39.3701934742616, 'longitude': -94.5823591692706}","[{'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'address1': '1103 S Hwy 169', 'address2': '', 'address3': '', 'city': 'Smithville', 'zip_code': '64089', 'country': 'US', 'state': 'MO', 'display_address': ['1103 S Hwy 169', 'Smithville, MO 64089']}",4.0,5,MO
107747,107747,Pizza Hut,"{'latitude': 39.3758742419933, 'longitude': -94.583614}","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'address1': '700 Hwy 169', 'address2': '', 'address3': '', 'city': 'Smithville', 'zip_code': '64089', 'country': 'US', 'state': 'MO', 'display_address': ['700 Hwy 169', 'Smithville, MO 64089']}",3.5,8,MO
107751,107751,Sonic Drive-In,"{'latitude': 39.3627096, 'longitude': -94.5844377}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'address1': '1506 S US Hwy 169', 'address2': '', 'address3': '', 'city': 'Smithville', 'zip_code': '64089', 'country': 'US', 'state': 'MO', 'display_address': ['1506 S US Hwy 169', 'Smithville, MO 64089']}",2.5,10,MO
107849,107849,Sonic Drive-In,"{'latitude': 38.5295536, 'longitude': -89.150607}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'address1': '1001 W Broadway', 'address2': '', 'address3': '', 'city': 'Centralia', 'zip_code': '62801', 'country': 'US', 'state': 'IL', 'display_address': ['1001 W Broadway', 'Centralia, IL 62801']}",3.5,3,IL
107850,107850,Burger King,"{'latitude': 38.53014, 'longitude': -89.13157}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '311 North Poplar', 'address2': '', 'address3': '', 'city': 'Centralia', 'zip_code': '62801', 'country': 'US', 'state': 'IL', 'display_address': ['311 North Poplar', 'Centralia, IL 62801']}",5.0,1,IL
107875,107875,Dewey's Pizza,"{'latitude': 38.7660196695492, 'longitude': -90.4948381416967}","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]","{'address1': '1520 S 5th St', 'address2': 'Ste 102', 'address3': '', 'city': 'Saint Charles', 'zip_code': '63303', 'country': 'US', 'state': 'MO', 'display_address': ['1520 S 5th St', 'Ste 102', 'Saint Charles, MO 63303']}",4.5,209,MO
107888,107888,Smashburger,"{'latitude': 38.7820242952788, 'longitude': -90.5332115010579}","[{'alias': 'burgers', 'title': 'Burgers'}]","{'address1': '1981 Zumbehl Rd', 'address2': None, 'address3': '', 'city': 'St Charles', 'zip_code': '63303', 'country': 'US', 'state': 'MO', 'display_address': ['1981 Zumbehl Rd', 'St Charles, MO 63303']}",3.5,139,MO
107944,107944,Pizza Hut,"{'latitude': 38.093513, 'longitude': -87.5541127}","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'address1': '601 E Boonville New Harmony Rd', 'address2': '', 'address3': None, 'city': 'Evansville', 'zip_code': '47725', 'country': 'US', 'state': 'IN', 'display_address': ['601 E Boonville New Harmony Rd', 'Evansville, IN 47725']}",5.0,3,IN
107946,107946,Papa John's Pizza,"{'latitude': 38.091549, 'longitude': -87.556628}","[{'alias': 'pizza', 'title': 'Pizza'}]","{'address1': '12414 Hwy 41 N', 'address2': '', 'address3': '', 'city': 'Evansville', 'zip_code': '47725', 'country': 'US', 'state': 'IN', 'display_address': ['12414 Hwy 41 N', 'Evansville, IN 47725']}",4.5,3,IN
